CRN,Subject,Course,INSM Code,Schedule Code,Description,Hrs,Start Date,Days,Begin,End,Building,Room,Instructor,Available Seats,Total Seats
1255,ACCT,0201,TRAD,CLS,Principles Financial Acct,3,01/12/2026,"T,R",0930,1045,PLASTR,102,Abu Sammour,60,60
1256,ACCT,0201,INET,DLR,Principles Financial Acct,3,01/12/2026,TBA,null,null,ONLINE,TBA,Dille,60,60
1257,ACCT,0202,TRAD,CLS,Principles Managerial Acct,3,03/09/2026,"T,R",0930,1045,PLASTR,102,Combs,60,60
1258,ACCT,0202,TRAD,CLS,Principles Managerial Acct,3,01/12/2026,"T,R",1100,1215,PLASTR,102,Dille,60,60
1259,ACCT,0202,INET,DLR,Principles Managerial Acct,3,01/12/2026,TBA,null,null,ONLINE,TBA,Abu Sammour,60,60
1260,ACCT,0309,TRAD,CLS,Accounting Information Systems,3,01/12/2026,"T,R",0930,1045,PLASTR,303,Dille,30,30
1264,ACCT,0322,TRAD,CLS,Intermediate Accounting II,3,01/12/2026,"T,R",1100,1215,PLASTR,103,Abu Sammour,35,35
1265,ACCT,0322,INET,DLR,Intermediate Accounting II,3,01/12/2026,TBA,null,null,ONLINE,TBA,Abu Sammour,35,35
1267,ACCT,0385,INET,DLR,Cost Accounting,3,01/12/2026,TBA,null,null,ONLINE,TBA,Combs,35,35
1269,ACCT,0408,TRAD,CLS,Tax Accounting II,3,01/12/2026,"T,R",1100,1215,PLASTR,303,Combs,35,35
1272,ACCT,0491,INDV,INT,Internship in Accounting,1,01/12/2026,TBA,null,null,TBA,TBA,Dille,5,5
1274,ACCT,0491,INDV,INT,Internship in Accounting,2,01/12/2026,TBA,null,null,TBA,TBA,Dille,5,5
1291,ACCT,0491,INDV,INT,Internship in Accounting,3,01/12/2026,TBA,null,null,TBA,TBA,Dille,5,5
1298,ACCT,0580,INET,GDL,Managerial Accounting,3,01/12/2026,TBA,null,null,ONLINE,TBA,Combs,25,25
1300,AGBS,0300,INET,DLR,Agricultural Marketing,3,01/12/2026,TBA,null,null,ONLINE,TBA,Eronmwon,35,35
1299,AGBS,0301,HYBD,CMB,Introduction to Econometrics,3,01/12/2026,W,1100,1250,PLASTR,103,Eronmwon,35,35
1289,ANTH,0370,INET,DLR,Globalization & Native People,3,01/12/2026,TBA,null,null,ONLINE,TBA,Greer,22,22
1288,ANTH,0385,TRAD,CLS,Language & Culture,3,01/12/2026,"T,R",1300,1415,WEBSTR,208,Greer,28,28
1290,ANTH,0570,INET,GDL,Globalization & Native People,3,01/12/2026,TBA,null,null,ONLINE,TBA,Greer,10,10
1550,ART,0101,TRAD,LLB,Two-Dimensional Design,3,01/12/2026,"M,W",0900,1129,FINART,202,TBA,16,16
1551,ART,0103,TRAD,LLB,Three-Dimensional Design,3,01/12/2026,"T,R",0900,1129,FINART,105,Murray,10,10
1552,ART,0110,TRAD,CLS,Art Appreciation,3,01/12/2026,"M,W,F",1000,1050,LEONHS,167,Stotts,50,50
1553,ART,0110,TRAD,CLS,Art Appreciation,3,01/12/2026,"M,W,F",1300,1350,LEONHS,167,Schaaf,50,50
1554,ART,0110,INET,DLR,Art Appreciation,3,01/12/2026,TBA,null,null,ONLINE,TBA,O'Donnell,38,38
1555,ART,0110,INET,DLR,Art Appreciation,3,01/12/2026,TBA,null,null,ONLINE,TBA,TBA,38,38
1557,ART,0110,INET,DLR,Art Appreciation,3,03/09/2026,TBA,null,null,ONLINE,TBA,TBA,38,38
1561,ART,0110,INET,DLR,Art Appreciation (Dual Credit),3,01/12/2026,TBA,null,null,ONLINE,TBA,Mintert,38,38
1826,ART,0110,TRAD,CLS,Art Appreciation (Honors HN),3,01/12/2026,"T,R",0930,1045,TBA,TBA,Mintert,15,15
1563,ART,0130,TRAD,LLB,Basic Drawing,3,01/12/2026,"M,W",1300,1529,FINART,107,TBA,14,14
1568,ART,0140,TRAD,LLB,Basic Digital Photography &,3,01/12/2026,"T,R",1830,2100,FINART,332,Giasson,16,16
1569,ART,0195,TRAD,CLS,Art&Design Orientation Seminar,0,01/12/2026,T,1200,1250,FINART,202,Pishkur,20,20
1570,ART,0205,TRAD,LLB,Begin Jewelry Design/Metalsmth,3,01/12/2026,"M,W",1830,2100,FINART,315,Giasson,8,8
1571,ART,0207,TRAD,LLB,Beginning Ceramics,3,01/12/2026,"T,R",0900,1129,FINART,111,Pishkur,14,14
1572,ART,0210,TRAD,LLB,Beginning Water Media,3,01/12/2026,"T,R",1300,1529,FINART,202,Mintert,15,15
1573,ART,0211,TRAD,LLB,Beginning Sculpture,3,01/12/2026,"T,R",1530,1800,FINART,105,Murray,8,8
1574,ART,0212,TRAD,LLB,Introduction to Printmaking,3,01/12/2026,"T,R",1300,1529,FINART,311,Murray,9,9
1575,ART,0216,TRAD,LLB,Introduction to Web Design,3,01/12/2026,"M,W",1530,1800,FINART,332,Bagherzadeh,16,16
1576,ART,0220,TRAD,CLS,Art for Elem School Teacher,2,01/12/2026,M,1300,1450,FINART,202,Mintert,18,18
1578,ART,0220,INET,DLR,Art Elem School Teacher (EE14),2,01/12/2026,TBA,null,null,OFFSTE,TBA,Mintert,20,20
1579,ART,0232,TRAD,LLB,Beginning Painting,3,01/12/2026,"M,W",0900,1129,FINART,305,McKenzie,15,15
1580,ART,0252,TRAD,CLS,Art History Renaissance-19th C,3,01/12/2026,"M,W,F",1200,1250,LEONHS,167,Bentley,50,50
1581,ART,0295,INDV,IND,Foundation Review,0,01/12/2026,TBA,null,null,TBA,TBA,Pishkur,20,20
1582,ART,0305,INET,DLR,Art Theory,3,01/12/2026,TBA,null,null,ONLINE,TBA,McKenzie,38,38
1583,ART,0309,TRAD,CLS,Hist & Theory Graphic Design,3,01/12/2026,"M,W,F",0800,0850,LEONHS,167,Bentley,25,25
1584,ART,0310,TRAD,LLB,Water Media,3,01/12/2026,"T,R",1300,1529,FINART,202,Mintert,1,1
1585,ART,0320,TRAD,CLS,Introduction Gallery Studies,3,01/12/2026,F,1300,1529,LBRARY,109,Bentley,15,15
1586,ART,0324,TRAD,LLB,Semiotics and Symbology,3,01/12/2026,"M,W",0900,1129,FINART,332,Outhouse,16,16
1587,ART,0327,TRAD,LLB,Advanced Typography,3,01/12/2026,"M,W",1300,1529,FINART,332,Outhouse,16,16
1590,ART,0330,TRAD,LLB,Jewelry Design/Metalsmith,3,01/12/2026,"M,W",1830,2100,FINART,315,Giasson,4,4
1593,ART,0334,TRAD,LLB,Mural Painting,3,01/12/2026,"M,W",1300,1529,FINART,305,McKenzie,15,15
1594,ART,0339,TRAD,LLB,Moldmaking/Multiples Ceramics,3,01/12/2026,"T,R",1830,2100,FINART,111,Pishkur,8,8
1595,ART,0342,TRAD,LLB,Sculpture,3,01/12/2026,"T,R",1530,1800,FINART,105,Murray,2,2
1596,ART,0350,TRAD,LLB,Packaging Design,3,01/12/2026,"T,R",1530,1800,FINART,332,Bagherzadeh,16,16
1597,ART,0360,TRAD,LLB,Publ Design & Layout,3,01/12/2026,"T,R",0900,1129,FINART,332,Outhouse,16,16
1598,ART,0367,INDV,SAB,IAS: Arts & Craft of Vietnam,3,01/12/2026,TBA,null,null,TBA,TBA,Pishkur,6,6
1599,ART,0371,TRAD,LLB,Life Drawing,3,01/12/2026,"M,W",1530,1800,FINART,107,TBA,12,12
1600,ART,0400,TRAD,LLB,Advanced Drawing,3,01/12/2026,"M,W",1530,1800,FINART,107,TBA,4,4
1601,ART,0401,TRAD,LLB,Advanced Painting,3,01/12/2026,"M,W",0900,1129,FINART,305,McKenzie,2,2
1602,ART,0407,TRAD,LLB,Advanced Ceramics,3,01/12/2026,"T,R",1830,2100,FINART,111,Pishkur,4,4
1604,ART,0422,TRAD,LLB,Spec Proj 1 - Graphic Design,3,01/12/2026,"T,R",1300,1529,FINART,332,Outhouse,2,2
1605,ART,0424,TRAD,LLB,Spec Proj 1 - Painting,3,01/12/2026,"M,W",0900,1129,FINART,305,McKenzie,1,1
1606,ART,0426,TRAD,LLB,Spec Proj 1 - Sculpture,3,01/12/2026,"T,R",1530,1800,FINART,105,Murray,1,1
1607,ART,0427,TRAD,LLB,Spec Proj I - Ceramics,3,01/12/2026,"T,R",1830,2100,FINART,111,Pishkur,1,1
1608,ART,0428,TRAD,LLB,Spec Proj I - Drawing,3,01/12/2026,"M,W",1530,1800,FINART,107,TBA,1,1
1609,ART,0442,TRAD,LLB,Spec Proj II - Graphic Design,3,01/12/2026,"T,R",1300,1529,FINART,332,Outhouse,1,1
1610,ART,0444,TRAD,LLB,Spec Proj II - Painting,3,01/12/2026,"M,W",0900,1129,FINART,305,McKenzie,1,1
1612,ART,0447,TRAD,LLB,Spec Proj II - Ceramics,3,01/12/2026,"T,R",1830,2100,FINART,111,Pishkur,1,1
1614,ART,0450,TRAD,LLB,Interaction Design,3,01/12/2026,"M,W",1830,2100,FINART,332,Bagherzadeh,16,16
1615,ART,0452,TRAD,LLB,Design Practicum,3,01/12/2026,"T,R",1300,1529,FINART,332,Outhouse,14,14
1617,ART,0480,INDV,IND,Illustration Portfolio,0,01/12/2026,TBA,null,null,TBA,TBA,Pishkur,20,20
1618,ART,0481,INDV,IND,Publication Design Portfolio,0,01/12/2026,TBA,null,null,TBA,TBA,Pishkur,20,20
1619,ART,0482,INDV,IND,Intrdisc Photography Portfolio,0,01/12/2026,TBA,null,null,TBA,TBA,Pishkur,20,20
1620,ART,0483,INDV,IND,New Media Portfolio,0,01/12/2026,TBA,null,null,TBA,TBA,Pishkur,20,20
1621,ART,0491,INDV,INT,Internship in Art,1,01/12/2026,TBA,null,null,TBA,TBA,Pishkur,1,1
1622,ART,0491,INDV,INT,Internship in Art,2,01/12/2026,TBA,null,null,TBA,TBA,Pishkur,1,1
1623,ART,0491,INDV,INT,Internship in Art,3,01/12/2026,TBA,null,null,TBA,TBA,Pishkur,4,4
1624,ART,0495,INDV,IND,Art Capstone Experience,0,01/12/2026,TBA,null,null,TBA,TBA,Pishkur,20,20
1627,ART,0496,INDV,IND,BFA Thesis,0,01/12/2026,TBA,null,null,TBA,TBA,Pishkur,20,20
1628,ART,0498,HYBD,CMB,Special Topics in Photography,3,01/12/2026,TBA,null,null,TBA,TBA,Pishkur,12,12
1630,ART,0499,INDV,IND,Independent Study,1,01/12/2026,TBA,null,null,TBA,TBA,Pishkur,1,1
1631,ART,0499,INDV,IND,Independent Study,2,01/12/2026,TBA,null,null,TBA,TBA,Pishkur,1,1
1632,ART,0499,INDV,IND,Independent Study,3,01/12/2026,TBA,null,null,TBA,TBA,Pishkur,1,1
1633,ART,0505,INET,GDL,Art Theory,3,01/12/2026,TBA,null,null,ONLINE,TBA,McKenzie,38,38
1635,ART,0522,TRAD,GL3,Special Projects in Design I,3,01/12/2026,"T,R",1300,1529,FINART,332,Outhouse,1,1
1636,ART,0524,TRAD,GL3,Special Projects in Painting I,3,01/12/2026,"M,W",0900,1129,FINART,305,McKenzie,1,1
1638,ART,0526,TRAD,GL3,Special Projects Sculpture I,3,01/12/2026,"T,R",1530,1800,FINART,105,Murray,1,1
1641,ART,0527,TRAD,GL3,Special Projects in Ceramics I,3,01/12/2026,"T,R",1830,2100,FINART,111,Pishkur,1,1
1643,ART,0528,TRAD,GL3,Special Projects in Drawing I,3,01/12/2026,"M,W",1530,1800,FINART,107,TBA,1,1
1647,ART,0529,TRAD,GL3,Special Projects Printmaking I,3,01/12/2026,"T,R",1300,1529,FINART,311,Murray,1,1
1649,ART,0542,TRAD,GL3,Special Projects Design II,3,01/12/2026,"T,R",1300,1529,FINART,332,Outhouse,1,1
1653,ART,0544,TRAD,GL3,Special Projects Painting II,3,01/12/2026,"M,W",0900,1129,FINART,305,McKenzie,1,1
1655,ART,0546,TRAD,GL3,Special Projects Sculpture II,3,01/12/2026,"T,R",1530,1800,FINART,105,Murray,1,1
1657,ART,0547,TRAD,GL3,Special Projects Ceramics II,3,01/12/2026,"T,R",1830,2100,FINART,111,Pishkur,1,1
1659,ART,0548,TRAD,GL3,Special Projects Drawing II,3,01/12/2026,"M,W",1530,1800,FINART,107,TBA,1,1
1660,ART,0549,TRAD,GL3,Special Project Printmaking II,3,01/12/2026,"T,R",1300,1529,FINART,311,Murray,1,1
1661,ART,0598,INDV,GL6,IAS: Arts & Crafts of Vietnam,3,01/12/2026,TBA,null,null,TBA,TBA,Pishkur,6,6
1663,ART,0627,TRAD,GL3,Studio Ceramics,3,01/12/2026,"T,R",1830,2100,FINART,111,Pishkur,1,1
1664,ART,0680,INDV,GL4,Post-Bacc. Art Portfolio,0,01/12/2026,TBA,null,null,TBA,TBA,Pishkur,20,20
1539,BIEX,0300,INDV,SAB,Bilateral Exchange,12,01/12/2026,TBA,null,null,TBA,TBA,Shriver,15,15
1541,BIEX,0300,INDV,SAB,Bilateral Exchange,15,01/12/2026,TBA,null,null,TBA,TBA,Shriver,15,15
1873,BIO,0101,TRAD,CLS,General Biology,4,01/12/2026,"T,R",0930,1045,REYNLD,232,Patterson,32,32
1873,BIO,0101,TRAD,CLS,General Biology,4,01/12/2026,W,1300,1450,REYNLD,114,Patterson,32,32
1874,BIO,0101,TRAD,CLS,General Biology,4,01/12/2026,"T,R",1100,1215,REYNLD,232,Patterson,32,32
1874,BIO,0101,TRAD,CLS,General Biology,4,01/12/2026,W,1500,1650,TBA,TBA,Patterson,32,32
1875,BIO,0101,HYBD,CMB,General Biology,4,01/12/2026,TBA,null,null,ONLINE,TBA,Monroe,32,32
1875,BIO,0101,HYBD,CMB,General Biology,4,01/12/2026,R,1500,1650,REYNLD,114,Monroe,32,32
1876,BIO,0101,INET,DLR,General Biology,4,01/12/2026,TBA,null,null,ONLINE,TBA,Boyer,32,32
1877,BIO,0102,INET,DLR,General Biology,3,01/12/2026,TBA,null,null,ONLINE,TBA,King,38,38
1878,BIO,0110,TRAD,CLS,Principles of Biology I,4,01/12/2026,"M,W,F",0900,0950,REYNLD,225,Kilmer,24,24
1878,BIO,0110,TRAD,CLS,Principles of Biology I,4,01/12/2026,T,0900,1150,REYNLD,109,Kilmer,24,24
1880,BIO,0110,TRAD,CLS,Principles of Biology I,4,01/12/2026,"M,W,F",1300,1350,REYNLD,225,Kilmer,24,24
1880,BIO,0110,TRAD,CLS,Principles of Biology I,4,01/12/2026,T,1400,1650,REYNLD,109,Kilmer,24,24
1882,BIO,0111,TRAD,LLB,Principles of Biology II,4,01/12/2026,T,0800,1050,REYNLD,121,Willand,24,24
1882,BIO,0111,TRAD,LLB,Principles of Biology II,4,01/12/2026,"M,W,F",0900,0950,REYNLD,204,Willand,24,24
1883,BIO,0111,TRAD,LLB,Principles of Biology II,4,01/12/2026,W,1400,1650,REYNLD,121,Willand,24,24
1883,BIO,0111,TRAD,LLB,Principles of Biology II,4,01/12/2026,"M,W,F",1100,1150,REYNLD,204,Willand,24,24
1887,BIO,0121,TRAD,LLB,Human Anatomy and Physiology I,4,01/12/2026,"T,R",0930,1045,UMMEL,120,Goddard,24,24
1887,BIO,0121,TRAD,LLB,Human Anatomy and Physiology I,4,01/12/2026,T,1300,1450,UMMEL,105,Goddard,24,24
1889,BIO,0121,TRAD,LLB,Human Anatomy and Physiology I,4,01/12/2026,"M,W,F",1200,1250,UMMEL,120,Day,24,24
1889,BIO,0121,TRAD,LLB,Human Anatomy and Physiology I,4,01/12/2026,R,1500,1650,UMMEL,105,Day,24,24
1890,BIO,0121,TRAD,LLB,Human Anatomy and Physiology I,4,01/12/2026,W,1100,1215,UMMEL,105,Lawson,24,24
1890,BIO,0121,TRAD,LLB,Human Anatomy and Physiology I,4,01/12/2026,"T,R",1100,1215,UMMEL,120,Lawson,24,24
1891,BIO,0121,INET,DLR,Human Anatomy and Physiology I,4,01/12/2026,TBA,null,null,ONLINE,TBA,Patterson,38,38
1894,BIO,0180,HYBD,CMB,Essential Anatomy & Physiology,4,01/12/2026,"M,W",0800,0950,UMMEL,105,Patterson,24,24
1894,BIO,0180,HYBD,CMB,Essential Anatomy & Physiology,4,01/12/2026,TBA,null,null,ONLINE,TBA,Patterson,24,24
1897,BIO,0201,TRAD,LLB,Human Anatomy,5,01/12/2026,"T,R",0800,0950,UMMEL,105,Smalley,24,24
1897,BIO,0201,TRAD,LLB,Human Anatomy,5,01/12/2026,"M,W,F",1100,1150,UMMEL,120,Smalley,24,24
1898,BIO,0210,TRAD,LLB,Molecular Cell Biology,4,01/12/2026,T,1400,1650,REYNLD,252,Burris,24,24
1898,BIO,0210,TRAD,LLB,Molecular Cell Biology,4,01/12/2026,"M,W,F",0900,0950,REYNLD,111,Burris,24,24
1899,BIO,0221,TRAD,LLB,Human Anatomy & Physiology II,5,01/12/2026,"T,R",1300,1450,UMMEL,113,Smalley,24,24
1899,BIO,0221,TRAD,LLB,Human Anatomy & Physiology II,5,01/12/2026,"M,W,F",0900,0950,UMMEL,120,Smalley,24,24
1900,BIO,0221,TRAD,LLB,Human Anatomy & Physiology II,5,01/12/2026,"T,R",1500,1650,UMMEL,113,Smalley,24,24
1900,BIO,0221,TRAD,LLB,Human Anatomy & Physiology II,5,01/12/2026,"M,W,F",0900,0950,UMMEL,120,Smalley,24,24
1901,BIO,0221,TRAD,LLB,Human Anatomy & Physiology II,5,01/12/2026,"M,W,F",1000,1050,UMMEL,120,Day,24,24
1901,BIO,0221,TRAD,LLB,Human Anatomy & Physiology II,5,01/12/2026,W,0800,0950,UMMEL,113,Day,24,24
1903,BIO,0221,TRAD,LLB,Human Anatomy & Physiology II,5,01/12/2026,"M,W,F",1400,1450,UMMEL,120,Day,24,24
1903,BIO,0221,TRAD,LLB,Human Anatomy & Physiology II,5,01/12/2026,"T,R",1000,1150,UMMEL,113,Day,24,24
1904,BIO,0231,TRAD,LLB,General & Medical Microbiology,5,01/12/2026,"T,R",0900,1050,REYNLD,101,Rhodes,30,30
1904,BIO,0231,TRAD,LLB,General & Medical Microbiology,5,01/12/2026,"M,W,F",0900,0950,REYNLD,123,Rhodes,30,30
1906,BIO,0231,TRAD,LLB,General & Medical Microbiology,5,01/12/2026,"T,R",1400,1550,REYNLD,101,Rhodes,30,30
1906,BIO,0231,TRAD,LLB,General & Medical Microbiology,5,01/12/2026,"M,W,F",0900,0950,REYNLD,123,Rhodes,30,30
2078,BIO,0240,INET,DLR,Radiation Biology,3,01/12/2026,TBA,null,null,ONLINE,TBA,TBA,24,24
1907,BIO,0300,TRAD,CLS,Evolution,3,01/12/2026,"M,W,F",0900,0950,REYNLD,232,Penning,24,24
1908,BIO,0301,TRAD,LLB,Human Physiology,4,01/12/2026,"T,R",0800,0915,REYNLD,111,Johnson,6,6
1908,BIO,0301,TRAD,LLB,Human Physiology,4,01/12/2026,W,1400,1650,UMMEL,105,Johnson,6,6
1909,BIO,0301,TRAD,LLB,Human Physiology,4,01/12/2026,R,1100,1350,UMMEL,105,Johnson,6,6
1909,BIO,0301,TRAD,LLB,Human Physiology,4,01/12/2026,"T,R",0800,0915,REYNLD,111,Johnson,6,6
1910,BIO,0305,TRAD,LLB,Genetics,4,01/12/2026,"M,W,F",1000,1050,REYNLD,111,Burris,11,11
1910,BIO,0305,TRAD,LLB,Genetics,4,01/12/2026,R,0800,1050,REYNLD,252,Burris,11,11
1911,BIO,0305,TRAD,LLB,Genetics,4,01/12/2026,R,1400,1650,REYNLD,252,Burris,24,24
1911,BIO,0305,TRAD,LLB,Genetics,4,01/12/2026,"M,W,F",1000,1050,REYNLD,111,Burris,24,24
1912,BIO,0312,TRAD,CLS,Environmental Biology,3,01/12/2026,"M,W,F",1100,1150,REYNLD,235,Boman,15,15
1913,BIO,0322,TRAD,LLB,Taxonomy of Flowering Plants,4,01/12/2026,"T,R",1500,1650,REYNLD,119,Willand,5,5
1913,BIO,0322,TRAD,LLB,Taxonomy of Flowering Plants,4,01/12/2026,"T,R",1400,1450,REYNLD,119,Willand,5,5
1914,BIO,0331,TRAD,LLB,Comparative Vertebrate Anatomy,5,01/12/2026,"M,W",1300,1350,REYNLD,119,Penning,24,24
1914,BIO,0331,TRAD,LLB,Comparative Vertebrate Anatomy,5,01/12/2026,"M,W",1400,1650,REYNLD,119,Penning,24,24
1916,BIO,0370,INET,DLR,Environmental Health & Safety,3,01/12/2026,TBA,null,null,ONLINE,TBA,Newcomb,15,15
1918,BIO,0371,TRAD,CLS,Environmental Toxicology,3,01/12/2026,"M,W,F",0900,0950,REYNLD,235,Boman,15,15
1919,BIO,0380,INET,DLR,Epidemiology,3,01/12/2026,TBA,null,null,ONLINE,TBA,Welicky,15,15
1921,BIO,0389,TRAD,CLS,Fund Exp Design & Statistics,3,01/12/2026,"M,W,F",1000,1050,REYNLD,107,Penning,24,24
2079,BIO,0400,INET,DLR,Biology Capstone,1,01/12/2026,TBA,null,null,ONLINE,TBA,Penning,24,24
1922,BIO,0404,TRAD,CLS,App in Geographic Info Systems,3,01/12/2026,"T,R",1100,1215,REYNLD,107,Kilmer,9,9
1926,BIO,0433,TRAD,LLB,Histology,4,01/12/2026,"T,R",0930,1045,REYNLD,111,Johnson,16,16
1926,BIO,0433,TRAD,LLB,Histology,4,01/12/2026,F,0900,1150,UMMEL,113,Johnson,16,16
1927,BIO,0456,TRAD,CLS,Immunology,3,01/12/2026,"M,W,F",1100,1150,REYNLD,232,Rhodes,11,11
1928,BIO,0464,TRAD,CLS,Advanced Cell Biology,3,01/12/2026,"M,W,F",0800,0850,REYNLD,111,Burris,24,24
1930,BIO,0475,TRAD,LLB,Advanced Human Dissection,4,01/12/2026,"T,R",1400,1450,UMMEL,120,Barry,16,16
1930,BIO,0475,TRAD,LLB,Advanced Human Dissection,4,01/12/2026,"T,R",1500,1650,UMMEL,104,Barry,16,16
1932,BIO,0481,TRAD,LLB,Aquatic Ecology,4,01/12/2026,W,1400,1650,REYNLD,237,Kilmer,24,24
1932,BIO,0481,TRAD,LLB,Aquatic Ecology,4,01/12/2026,"T,R",0930,1045,REYNLD,225,Kilmer,24,24
1717,CHEM,0110,TRAD,CLS,Chemistry and Society,3,01/12/2026,TBA,null,null,TBA,TBA,Garoutte,24,24
1718,CHEM,0110,INET,DLR,Chemistry and Society,3,01/12/2026,TBA,null,null,ONLINE,TBA,Arocho-Perez,38,38
1719,CHEM,0125,TRAD,CLS,Chemistry for Allied Health Sc,4,01/12/2026,F,1400,1650,REYNLD,302,Garoutte,24,24
1719,CHEM,0125,TRAD,CLS,Chemistry for Allied Health Sc,4,01/12/2026,"M,W,F",0900,0950,REYNLD,315,Garoutte,24,24
1720,CHEM,0125,INET,DLR,Chemistry for Allied Health Sc,4,01/12/2026,TBA,null,null,ONLINE,TBA,TBA,25,25
1721,CHEM,0151,TRAD,LLB,General Chemistry I,5,01/12/2026,R,0800,1040,REYNLD,302,Gilbert-Saunders,24,24
1721,CHEM,0151,TRAD,LLB,General Chemistry I,5,01/12/2026,"M,W,R,F",1200,1250,REYNLD,317,Gilbert-Saunders,24,24
1722,CHEM,0151,TRAD,LLB,General Chemistry I,5,01/12/2026,R,1400,1640,REYNLD,302,Gilbert-Saunders,24,24
1722,CHEM,0151,TRAD,LLB,General Chemistry I,5,01/12/2026,"M,W,R,F",1200,1250,REYNLD,317,Gilbert-Saunders,24,24
1723,CHEM,0152,TRAD,LLB,General Chemistry II,5,01/12/2026,M,1400,1650,REYNLD,302,Kannadi Valloli,20,20
1723,CHEM,0152,TRAD,LLB,General Chemistry II,5,01/12/2026,"M,T,W,F",1300,1350,REYNLD,123,Kannadi Valloli,20,20
1724,CHEM,0152,TRAD,LLB,General Chemistry II,5,01/12/2026,"M,T,W,F",1300,1350,REYNLD,123,Kannadi Valloli,20,20
1724,CHEM,0152,TRAD,LLB,General Chemistry II,5,01/12/2026,T,1400,1650,REYNLD,302,Kannadi Valloli,20,20
1725,CHEM,0152,TRAD,LLB,General Chemistry II,5,01/12/2026,W,1400,1650,REYNLD,302,Kannadi Valloli,20,20
1725,CHEM,0152,TRAD,LLB,General Chemistry II,5,01/12/2026,"M,T,W,F",1300,1350,REYNLD,123,Kannadi Valloli,20,20
1726,CHEM,0210,INET,DLR,Environmental Organic Chem,4,01/12/2026,TBA,null,null,ONLINE,TBA,Arocho-Perez,25,25
1727,CHEM,0301,TRAD,LLB,Organic Chemistry I,5,01/12/2026,"M,T,W,F",1200,1250,REYNLD,225,Donelson,16,16
1727,CHEM,0301,TRAD,LLB,Organic Chemistry I,5,01/12/2026,M,1400,1650,REYNLD,305,Donelson,16,16
1728,CHEM,0301,TRAD,LLB,Organic Chemistry I,5,01/12/2026,W,1400,1650,REYNLD,305,Donelson,16,16
1728,CHEM,0301,TRAD,LLB,Organic Chemistry I,5,01/12/2026,"M,T,W,F",1200,1250,REYNLD,225,Donelson,16,16
1729,CHEM,0302,TRAD,LLB,Organic Chemistry II,5,01/12/2026,R,0800,1050,REYNLD,305,Moore,20,20
1729,CHEM,0302,TRAD,LLB,Organic Chemistry II,5,01/12/2026,"M,T,W,F",1200,1250,REYNLD,123,Moore,20,20
1730,CHEM,0302,TRAD,LLB,Organic Chemistry II,5,01/12/2026,"M,T,W,F",1200,1250,REYNLD,123,Moore,20,20
1730,CHEM,0302,TRAD,LLB,Organic Chemistry II,5,01/12/2026,R,1400,1650,REYNLD,305,Moore,20,20
1731,CHEM,0302,TRAD,LLB,Organic Chemistry II,5,01/12/2026,"M,T,W,F",1200,1250,REYNLD,123,Moore,20,20
1731,CHEM,0302,TRAD,LLB,Organic Chemistry II,5,01/12/2026,F,1400,1650,REYNLD,305,Moore,20,20
1732,CHEM,0350,TRAD,CLS,Biochemistry I,3,01/12/2026,"M,W,F",1300,1350,REYNLD,204,Garoutte,32,32
1733,CHEM,0352,TRAD,CLS,Biochemistry II,3,01/12/2026,"M,W,F",1200,1250,REYNLD,204,Garoutte,32,32
1734,CHEM,0400,TRAD,LLB,Elementary Physical Chem,4,01/12/2026,"M,W,F",0900,0950,REYNLD,306,Gilbert-Saunders,12,12
1734,CHEM,0400,TRAD,LLB,Elementary Physical Chem,4,01/12/2026,T,1400,1650,REYNLD,336,Gilbert-Saunders,12,12
1735,CHEM,0422,HYBD,CMB,Advanced Inorganic Chemistry,3,01/12/2026,"T,R",1300,1350,REYNLD,306,Moore,12,12
1736,CHEM,0431,INDV,INT,Chem Lab Assistant Practicum,1,01/12/2026,TBA,null,null,REYNLD,TBA,Kannadi Valloli,4,4
1737,CHEM,0431,INDV,INT,Chem Lab Assistant Practicum,1,01/12/2026,TBA,null,null,REYNLD,TBA,Donelson,4,4
1738,CHEM,0431,INDV,INT,Chem Lab Assistant Practicum,1,01/12/2026,F,1400,1650,REYNLD,302,Garoutte,4,4
1739,CHEM,0431,INDV,INT,Chem Lab Assistant Practicum,1,01/12/2026,TBA,null,null,REYNLD,TBA,Gilbert-Saunders,4,4
1740,CHEM,0431,INDV,INT,Chem Lab Assistant Practicum,1,01/12/2026,TBA,null,null,REYNLD,TBA,Moore,4,4
1741,CHEM,0491,SITE,INT,Internship in Chemistry,1,01/12/2026,TBA,null,null,TBA,TBA,Donelson,4,4
1742,CHEM,0497,INDV,IND,Research in Chemistry,1,01/12/2026,F,1400,1650,REYNLD,TBA,Donelson,5,5
1743,CHEM,0497,INDV,IND,Research in Chemistry,1,01/12/2026,TBA,null,null,REYNLD,TBA,Garoutte,4,4
1744,CHEM,0497,INDV,IND,Research in Chemistry,1,01/12/2026,TBA,null,null,REYNLD,TBA,Gilbert-Saunders,4,4
1745,CHEM,0497,INDV,IND,Research in Chemistry,1,01/12/2026,TBA,null,null,REYNLD,TBA,Kannadi Valloli,4,4
1793,CIS,0105,INET,DLR,Intro to Microcomputer Use,3,01/12/2026,TBA,null,null,TBA,TBA,Sethuramalingam,32,32
1796,CIS,0110,TRAD,CLS,Programming I,3,01/12/2026,"M,W,F",1100,1150,PLASTR,209,Collins,32,32
